areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,Northern Ireland,N92000002,2020-12-31,1723,74626
nation,Northern Ireland,N92000002,2020-12-30,2226,72903
nation,Northern Ireland,N92000002,2020-12-29,2307,70677
nation,Northern Ireland,N92000002,2020-12-28,1387,68370
nation,Northern Ireland,N92000002,2020-12-27,1089,66983
nation,Northern Ireland,N92000002,2020-12-26,718,65894
nation,Northern Ireland,N92000002,2020-12-25,341,65176
nation,Northern Ireland,N92000002,2020-12-24,625,64835
nation,Northern Ireland,N92000002,2020-12-23,806,64210
nation,Northern Ireland,N92000002,2020-12-22,722,63404
nation,Northern Ireland,N92000002,2020-12-21,721,62682
nation,Northern Ireland,N92000002,2020-12-20,488,61961
nation,Northern Ireland,N92000002,2020-12-19,485,61473
nation,Northern Ireland,N92000002,2020-12-18,536,60988
nation,Northern Ireland,N92000002,2020-12-17,603,60452
nation,Northern Ireland,N92000002,2020-12-16,616,59849
nation,Northern Ireland,N92000002,2020-12-15,535,59233
nation,Northern Ireland,N92000002,2020-12-14,567,58698
nation,Northern Ireland,N92000002,2020-12-13,399,58131
nation,Northern Ireland,N92000002,2020-12-12,361,57732
nation,Northern Ireland,N92000002,2020-12-11,520,57371
nation,Northern Ireland,N92000002,2020-12-10,501,56851
nation,Northern Ireland,N92000002,2020-12-09,454,56350
nation,Northern Ireland,N92000002,2020-12-08,469,55896
nation,Northern Ireland,N92000002,2020-12-07,469,55427
nation,Northern Ireland,N92000002,2020-12-06,368,54958
nation,Northern Ireland,N92000002,2020-12-05,396,54590
nation,Northern Ireland,N92000002,2020-12-04,433,54194
nation,Northern Ireland,N92000002,2020-12-03,496,53761
nation,Northern Ireland,N92000002,2020-12-02,411,53265
nation,Northern Ireland,N92000002,2020-12-01,399,52854
nation,Northern Ireland,N92000002,2020-11-30,505,52455
nation,Northern Ireland,N92000002,2020-11-29,256,51950
nation,Northern Ireland,N92000002,2020-11-28,343,51694
nation,Northern Ireland,N92000002,2020-11-27,332,51351
nation,Northern Ireland,N92000002,2020-11-26,337,51019
nation,Northern Ireland,N92000002,2020-11-25,417,50682
nation,Northern Ireland,N92000002,2020-11-24,340,50265
nation,Northern Ireland,N92000002,2020-11-23,376,49925
nation,Northern Ireland,N92000002,2020-11-22,274,49549
nation,Northern Ireland,N92000002,2020-11-21,293,49275
nation,Northern Ireland,N92000002,2020-11-20,372,48982
nation,Northern Ireland,N92000002,2020-11-19,349,48610
nation,Northern Ireland,N92000002,2020-11-18,439,48261
nation,Northern Ireland,N92000002,2020-11-17,572,47822
nation,Northern Ireland,N92000002,2020-11-16,580,47250
nation,Northern Ireland,N92000002,2020-11-15,373,46670
nation,Northern Ireland,N92000002,2020-11-14,420,46297
nation,Northern Ireland,N92000002,2020-11-13,474,45877
nation,Northern Ireland,N92000002,2020-11-12,551,45403
nation,Northern Ireland,N92000002,2020-11-11,608,44852
nation,Northern Ireland,N92000002,2020-11-10,698,44244
nation,Northern Ireland,N92000002,2020-11-09,647,43546
nation,Northern Ireland,N92000002,2020-11-08,422,42899
nation,Northern Ireland,N92000002,2020-11-07,457,42477
nation,Northern Ireland,N92000002,2020-11-06,487,42020
nation,Northern Ireland,N92000002,2020-11-05,561,41533
nation,Northern Ireland,N92000002,2020-11-04,592,40972
nation,Northern Ireland,N92000002,2020-11-03,654,40380
nation,Northern Ireland,N92000002,2020-11-02,696,39726
nation,Northern Ireland,N92000002,2020-11-01,463,39030
nation,Northern Ireland,N92000002,2020-10-31,514,38567
nation,Northern Ireland,N92000002,2020-10-30,690,38053
nation,Northern Ireland,N92000002,2020-10-29,693,37363
nation,Northern Ireland,N92000002,2020-10-28,755,36670
nation,Northern Ireland,N92000002,2020-10-27,821,35915
nation,Northern Ireland,N92000002,2020-10-26,891,35094
nation,Northern Ireland,N92000002,2020-10-25,680,34203
nation,Northern Ireland,N92000002,2020-10-24,740,33523
nation,Northern Ireland,N92000002,2020-10-23,883,32783
nation,Northern Ireland,N92000002,2020-10-22,1078,31900
nation,Northern Ireland,N92000002,2020-10-21,1114,30822
nation,Northern Ireland,N92000002,2020-10-20,1064,29708
nation,Northern Ireland,N92000002,2020-10-19,1040,28644
nation,Northern Ireland,N92000002,2020-10-18,792,27604
nation,Northern Ireland,N92000002,2020-10-17,842,26812
nation,Northern Ireland,N92000002,2020-10-16,970,25970
nation,Northern Ireland,N92000002,2020-10-15,1109,25000
nation,Northern Ireland,N92000002,2020-10-14,1064,23891
nation,Northern Ireland,N92000002,2020-10-13,1085,22827
nation,Northern Ireland,N92000002,2020-10-12,1107,21742
nation,Northern Ireland,N92000002,2020-10-11,832,20635
nation,Northern Ireland,N92000002,2020-10-10,800,19803
nation,Northern Ireland,N92000002,2020-10-09,840,19003
nation,Northern Ireland,N92000002,2020-10-08,981,18163
nation,Northern Ireland,N92000002,2020-10-07,1032,17182
nation,Northern Ireland,N92000002,2020-10-06,802,16150
nation,Northern Ireland,N92000002,2020-10-05,711,15348
nation,Northern Ireland,N92000002,2020-10-04,614,14637
nation,Northern Ireland,N92000002,2020-10-03,622,14023
nation,Northern Ireland,N92000002,2020-10-02,698,13401
nation,Northern Ireland,N92000002,2020-10-01,481,12703
nation,Northern Ireland,N92000002,2020-09-30,643,12222
nation,Northern Ireland,N92000002,2020-09-29,389,11579
nation,Northern Ireland,N92000002,2020-09-28,296,11190
nation,Northern Ireland,N92000002,2020-09-27,271,10894
nation,Northern Ireland,N92000002,2020-09-26,268,10623
nation,Northern Ireland,N92000002,2020-09-25,244,10355
nation,Northern Ireland,N92000002,2020-09-24,282,10111
nation,Northern Ireland,N92000002,2020-09-23,219,9829
nation,Northern Ireland,N92000002,2020-09-22,170,9610
nation,Northern Ireland,N92000002,2020-09-21,135,9440
nation,Northern Ireland,N92000002,2020-09-20,124,9305
nation,Northern Ireland,N92000002,2020-09-19,161,9181
nation,Northern Ireland,N92000002,2020-09-18,168,9020
nation,Northern Ireland,N92000002,2020-09-17,168,8852
nation,Northern Ireland,N92000002,2020-09-16,132,8684
nation,Northern Ireland,N92000002,2020-09-15,107,8552
nation,Northern Ireland,N92000002,2020-09-14,119,8445
nation,Northern Ireland,N92000002,2020-09-13,91,8326
nation,Northern Ireland,N92000002,2020-09-12,106,8235
nation,Northern Ireland,N92000002,2020-09-11,73,8129
nation,Northern Ireland,N92000002,2020-09-10,79,8056
nation,Northern Ireland,N92000002,2020-09-09,98,7977
nation,Northern Ireland,N92000002,2020-09-08,56,7879
nation,Northern Ireland,N92000002,2020-09-07,72,7823
nation,Northern Ireland,N92000002,2020-09-06,102,7751
nation,Northern Ireland,N92000002,2020-09-05,90,7649
nation,Northern Ireland,N92000002,2020-09-04,130,7559
nation,Northern Ireland,N92000002,2020-09-03,106,7429
nation,Northern Ireland,N92000002,2020-09-02,90,7323
nation,Northern Ireland,N92000002,2020-09-01,65,7233
nation,Northern Ireland,N92000002,2020-08-31,54,7168
nation,Northern Ireland,N92000002,2020-08-30,35,7114
nation,Northern Ireland,N92000002,2020-08-29,43,7079
nation,Northern Ireland,N92000002,2020-08-28,85,7036
nation,Northern Ireland,N92000002,2020-08-27,78,6951
nation,Northern Ireland,N92000002,2020-08-26,71,6873
nation,Northern Ireland,N92000002,2020-08-25,65,6802
nation,Northern Ireland,N92000002,2020-08-24,45,6737
nation,Northern Ireland,N92000002,2020-08-23,52,6692
nation,Northern Ireland,N92000002,2020-08-22,42,6640
nation,Northern Ireland,N92000002,2020-08-21,80,6598
nation,Northern Ireland,N92000002,2020-08-20,71,6518
nation,Northern Ireland,N92000002,2020-08-19,41,6447
nation,Northern Ireland,N92000002,2020-08-18,43,6406
nation,Northern Ireland,N92000002,2020-08-17,53,6363
nation,Northern Ireland,N92000002,2020-08-16,20,6310
nation,Northern Ireland,N92000002,2020-08-15,22,6290
nation,Northern Ireland,N92000002,2020-08-14,57,6268
nation,Northern Ireland,N92000002,2020-08-13,51,6211
nation,Northern Ireland,N92000002,2020-08-12,39,6160
nation,Northern Ireland,N92000002,2020-08-11,38,6121
nation,Northern Ireland,N92000002,2020-08-10,44,6083
nation,Northern Ireland,N92000002,2020-08-09,25,6039
nation,Northern Ireland,N92000002,2020-08-08,27,6014
nation,Northern Ireland,N92000002,2020-08-07,16,5987
nation,Northern Ireland,N92000002,2020-08-06,17,5971
nation,Northern Ireland,N92000002,2020-08-05,29,5954
nation,Northern Ireland,N92000002,2020-08-04,17,5925
nation,Northern Ireland,N92000002,2020-08-03,18,5908
nation,Northern Ireland,N92000002,2020-08-02,9,5890
nation,Northern Ireland,N92000002,2020-08-01,10,5881
nation,Northern Ireland,N92000002,2020-07-31,13,5871
nation,Northern Ireland,N92000002,2020-07-30,10,5858
nation,Northern Ireland,N92000002,2020-07-29,11,5848
nation,Northern Ireland,N92000002,2020-07-28,13,5837
nation,Northern Ireland,N92000002,2020-07-27,12,5824
nation,Northern Ireland,N92000002,2020-07-26,1,5812
nation,Northern Ireland,N92000002,2020-07-25,4,5811
nation,Northern Ireland,N92000002,2020-07-24,14,5807
nation,Northern Ireland,N92000002,2020-07-23,12,5793
nation,Northern Ireland,N92000002,2020-07-22,8,5781
nation,Northern Ireland,N92000002,2020-07-21,12,5773
nation,Northern Ireland,N92000002,2020-07-20,3,5761
nation,Northern Ireland,N92000002,2020-07-19,3,5758
nation,Northern Ireland,N92000002,2020-07-18,7,5755
nation,Northern Ireland,N92000002,2020-07-17,8,5748
nation,Northern Ireland,N92000002,2020-07-16,19,5740
nation,Northern Ireland,N92000002,2020-07-15,15,5721
nation,Northern Ireland,N92000002,2020-07-14,7,5706
nation,Northern Ireland,N92000002,2020-07-13,3,5699
nation,Northern Ireland,N92000002,2020-07-12,4,5696
nation,Northern Ireland,N92000002,2020-07-11,6,5692
nation,Northern Ireland,N92000002,2020-07-10,4,5686
nation,Northern Ireland,N92000002,2020-07-09,5,5682
nation,Northern Ireland,N92000002,2020-07-08,6,5677
nation,Northern Ireland,N92000002,2020-07-07,5,5671
nation,Northern Ireland,N92000002,2020-07-06,8,5666
nation,Northern Ireland,N92000002,2020-07-05,2,5658
nation,Northern Ireland,N92000002,2020-07-04,1,5656
nation,Northern Ireland,N92000002,2020-07-03,8,5655
nation,Northern Ireland,N92000002,2020-07-02,3,5647
nation,Northern Ireland,N92000002,2020-07-01,4,5644
nation,Northern Ireland,N92000002,2020-06-30,2,5640
nation,Northern Ireland,N92000002,2020-06-29,4,5638
nation,Northern Ireland,N92000002,2020-06-28,5,5634
nation,Northern Ireland,N92000002,2020-06-27,4,5629
nation,Northern Ireland,N92000002,2020-06-26,3,5625
nation,Northern Ireland,N92000002,2020-06-25,5,5622
nation,Northern Ireland,N92000002,2020-06-24,4,5617
nation,Northern Ireland,N92000002,2020-06-23,8,5613
nation,Northern Ireland,N92000002,2020-06-22,4,5605
nation,Northern Ireland,N92000002,2020-06-21,3,5601
nation,Northern Ireland,N92000002,2020-06-20,5,5598
nation,Northern Ireland,N92000002,2020-06-19,12,5593
nation,Northern Ireland,N92000002,2020-06-18,7,5581
nation,Northern Ireland,N92000002,2020-06-17,5,5574
nation,Northern Ireland,N92000002,2020-06-16,11,5569
nation,Northern Ireland,N92000002,2020-06-15,19,5558
nation,Northern Ireland,N92000002,2020-06-14,8,5539
nation,Northern Ireland,N92000002,2020-06-13,10,5531
nation,Northern Ireland,N92000002,2020-06-12,10,5521
nation,Northern Ireland,N92000002,2020-06-11,10,5511
nation,Northern Ireland,N92000002,2020-06-10,16,5501
nation,Northern Ireland,N92000002,2020-06-09,11,5485
nation,Northern Ireland,N92000002,2020-06-08,14,5474
nation,Northern Ireland,N92000002,2020-06-07,5,5460
nation,Northern Ireland,N92000002,2020-06-06,8,5455
nation,Northern Ireland,N92000002,2020-06-05,23,5447
nation,Northern Ireland,N92000002,2020-06-04,11,5424
nation,Northern Ireland,N92000002,2020-06-03,11,5413
nation,Northern Ireland,N92000002,2020-06-02,20,5402
nation,Northern Ireland,N92000002,2020-06-01,24,5382
nation,Northern Ireland,N92000002,2020-05-31,26,5358
nation,Northern Ireland,N92000002,2020-05-30,13,5332
nation,Northern Ireland,N92000002,2020-05-29,20,5319
nation,Northern Ireland,N92000002,2020-05-28,28,5299
nation,Northern Ireland,N92000002,2020-05-27,33,5271
nation,Northern Ireland,N92000002,2020-05-26,27,5238
nation,Northern Ireland,N92000002,2020-05-25,39,5211
nation,Northern Ireland,N92000002,2020-05-24,30,5172
nation,Northern Ireland,N92000002,2020-05-23,54,5142
nation,Northern Ireland,N92000002,2020-05-22,33,5088
nation,Northern Ireland,N92000002,2020-05-21,56,5055
nation,Northern Ireland,N92000002,2020-05-20,74,4999
nation,Northern Ireland,N92000002,2020-05-19,72,4925
nation,Northern Ireland,N92000002,2020-05-18,62,4853
nation,Northern Ireland,N92000002,2020-05-17,36,4791
nation,Northern Ireland,N92000002,2020-05-16,40,4755
nation,Northern Ireland,N92000002,2020-05-15,66,4715
nation,Northern Ireland,N92000002,2020-05-14,73,4649
nation,Northern Ireland,N92000002,2020-05-13,75,4576
nation,Northern Ireland,N92000002,2020-05-12,91,4501
nation,Northern Ireland,N92000002,2020-05-11,74,4410
nation,Northern Ireland,N92000002,2020-05-10,61,4336
nation,Northern Ireland,N92000002,2020-05-09,54,4275
nation,Northern Ireland,N92000002,2020-05-08,72,4221
nation,Northern Ireland,N92000002,2020-05-07,97,4149
nation,Northern Ireland,N92000002,2020-05-06,80,4052
nation,Northern Ireland,N92000002,2020-05-05,73,3972
nation,Northern Ireland,N92000002,2020-05-04,74,3899
nation,Northern Ireland,N92000002,2020-05-03,53,3825
nation,Northern Ireland,N92000002,2020-05-02,89,3772
nation,Northern Ireland,N92000002,2020-05-01,97,3683
nation,Northern Ireland,N92000002,2020-04-30,115,3586
nation,Northern Ireland,N92000002,2020-04-29,91,3471
nation,Northern Ireland,N92000002,2020-04-28,74,3380
nation,Northern Ireland,N92000002,2020-04-27,71,3306
nation,Northern Ireland,N92000002,2020-04-26,44,3235
nation,Northern Ireland,N92000002,2020-04-25,52,3191
nation,Northern Ireland,N92000002,2020-04-24,82,3139
nation,Northern Ireland,N92000002,2020-04-23,72,3057
nation,Northern Ireland,N92000002,2020-04-22,96,2985
nation,Northern Ireland,N92000002,2020-04-21,131,2889
nation,Northern Ireland,N92000002,2020-04-20,112,2758
nation,Northern Ireland,N92000002,2020-04-19,41,2646
nation,Northern Ireland,N92000002,2020-04-18,85,2605
nation,Northern Ireland,N92000002,2020-04-17,154,2520
nation,Northern Ireland,N92000002,2020-04-16,138,2366
nation,Northern Ireland,N92000002,2020-04-15,133,2228
nation,Northern Ireland,N92000002,2020-04-14,95,2095
nation,Northern Ireland,N92000002,2020-04-13,106,2000
nation,Northern Ireland,N92000002,2020-04-12,73,1894
nation,Northern Ireland,N92000002,2020-04-11,67,1821
nation,Northern Ireland,N92000002,2020-04-10,94,1754
nation,Northern Ireland,N92000002,2020-04-09,99,1660
nation,Northern Ireland,N92000002,2020-04-08,102,1561
nation,Northern Ireland,N92000002,2020-04-07,129,1459
nation,Northern Ireland,N92000002,2020-04-06,105,1330
nation,Northern Ireland,N92000002,2020-04-05,60,1225
nation,Northern Ireland,N92000002,2020-04-04,86,1165
nation,Northern Ireland,N92000002,2020-04-03,102,1079
nation,Northern Ireland,N92000002,2020-04-02,105,977
nation,Northern Ireland,N92000002,2020-04-01,102,872
nation,Northern Ireland,N92000002,2020-03-31,111,770
nation,Northern Ireland,N92000002,2020-03-30,84,659
nation,Northern Ireland,N92000002,2020-03-29,62,575
nation,Northern Ireland,N92000002,2020-03-28,76,513
nation,Northern Ireland,N92000002,2020-03-27,67,437
nation,Northern Ireland,N92000002,2020-03-26,76,370
nation,Northern Ireland,N92000002,2020-03-25,56,294
nation,Northern Ireland,N92000002,2020-03-24,41,238
nation,Northern Ireland,N92000002,2020-03-23,41,197
nation,Northern Ireland,N92000002,2020-03-22,18,156
nation,Northern Ireland,N92000002,2020-03-21,20,138
nation,Northern Ireland,N92000002,2020-03-20,17,118
nation,Northern Ireland,N92000002,2020-03-19,14,101
nation,Northern Ireland,N92000002,2020-03-18,13,87
nation,Northern Ireland,N92000002,2020-03-17,8,74
nation,Northern Ireland,N92000002,2020-03-16,8,66
nation,Northern Ireland,N92000002,2020-03-15,2,58
nation,Northern Ireland,N92000002,2020-03-14,10,56
nation,Northern Ireland,N92000002,2020-03-13,11,46
nation,Northern Ireland,N92000002,2020-03-12,4,35
nation,Northern Ireland,N92000002,2020-03-11,11,31
nation,Northern Ireland,N92000002,2020-03-10,5,20
nation,Northern Ireland,N92000002,2020-03-09,3,15
nation,Northern Ireland,N92000002,2020-03-08,3,12
nation,Northern Ireland,N92000002,2020-03-07,5,9
nation,Northern Ireland,N92000002,2020-03-06,2,4
nation,Northern Ireland,N92000002,2020-03-05,2,2
nation,Scotland,S92000003,2021-05-01,35,226373
nation,Scotland,S92000003,2021-04-30,155,226338
nation,Scotland,S92000003,2021-04-29,173,226183
nation,Scotland,S92000003,2021-04-28,193,226010
nation,Scotland,S92000003,2021-04-27,195,225817
nation,Scotland,S92000003,2021-04-26,194,225622
nation,Scotland,S92000003,2021-04-25,110,225428
nation,Scotland,S92000003,2021-04-24,146,225318
nation,Scotland,S92000003,2021-04-23,187,225172
nation,Scotland,S92000003,2021-04-22,230,224985
nation,Scotland,S92000003,2021-04-21,235,224755
nation,Scotland,S92000003,2021-04-20,241,224520
nation,Scotland,S92000003,2021-04-19,261,224279
nation,Scotland,S92000003,2021-04-18,172,224018
nation,Scotland,S92000003,2021-04-17,204,223846
nation,Scotland,S92000003,2021-04-16,222,223642
nation,Scotland,S92000003,2021-04-15,198,223420
nation,Scotland,S92000003,2021-04-14,211,223222
nation,Scotland,S92000003,2021-04-13,261,223011
nation,Scotland,S92000003,2021-04-12,255,222750
nation,Scotland,S92000003,2021-04-11,208,222495
nation,Scotland,S92000003,2021-04-10,227,222287
nation,Scotland,S92000003,2021-04-09,266,222060
nation,Scotland,S92000003,2021-04-08,282,221794
nation,Scotland,S92000003,2021-04-07,280,221512
nation,Scotland,S92000003,2021-04-06,356,221232
nation,Scotland,S92000003,2021-04-05,293,220876
nation,Scotland,S92000003,2021-04-04,253,220583
nation,Scotland,S92000003,2021-04-03,278,220330
nation,Scotland,S92000003,2021-04-02,348,220052
nation,Scotland,S92000003,2021-04-01,414,219704
nation,Scotland,S92000003,2021-03-31,392,219290
nation,Scotland,S92000003,2021-03-30,394,218898
nation,Scotland,S92000003,2021-03-29,516,218504
nation,Scotland,S92000003,2021-03-28,357,217988
nation,Scotland,S92000003,2021-03-27,388,217631
nation,Scotland,S92000003,2021-03-26,477,217243
nation,Scotland,S92000003,2021-03-25,571,216766
nation,Scotland,S92000003,2021-03-24,540,216195
nation,Scotland,S92000003,2021-03-23,605,215655
nation,Scotland,S92000003,2021-03-22,682,215050
nation,Scotland,S92000003,2021-03-21,464,214368
nation,Scotland,S92000003,2021-03-20,456,213904
nation,Scotland,S92000003,2021-03-19,544,213448
nation,Scotland,S92000003,2021-03-18,552,212904
nation,Scotland,S92000003,2021-03-17,599,212352
nation,Scotland,S92000003,2021-03-16,572,211753
nation,Scotland,S92000003,2021-03-15,690,211181
nation,Scotland,S92000003,2021-03-14,445,210491
nation,Scotland,S92000003,2021-03-13,463,210046
nation,Scotland,S92000003,2021-03-12,585,209583
nation,Scotland,S92000003,2021-03-11,663,208998
nation,Scotland,S92000003,2021-03-10,624,208335
nation,Scotland,S92000003,2021-03-09,654,207711
nation,Scotland,S92000003,2021-03-08,588,207057
nation,Scotland,S92000003,2021-03-07,434,206469
nation,Scotland,S92000003,2021-03-06,477,206035
nation,Scotland,S92000003,2021-03-05,464,205558
nation,Scotland,S92000003,2021-03-04,558,205094
nation,Scotland,S92000003,2021-03-03,495,204536
nation,Scotland,S92000003,2021-03-02,519,204041
nation,Scotland,S92000003,2021-03-01,546,203522
nation,Scotland,S92000003,2021-02-28,425,202976
nation,Scotland,S92000003,2021-02-27,413,202551
nation,Scotland,S92000003,2021-02-26,521,202138
nation,Scotland,S92000003,2021-02-25,629,201617
nation,Scotland,S92000003,2021-02-24,700,200988
nation,Scotland,S92000003,2021-02-23,698,200288
nation,Scotland,S92000003,2021-02-22,790,199590
nation,Scotland,S92000003,2021-02-21,611,198800
nation,Scotland,S92000003,2021-02-20,659,198189
nation,Scotland,S92000003,2021-02-19,891,197530
nation,Scotland,S92000003,2021-02-18,878,196639
nation,Scotland,S92000003,2021-02-17,828,195761
nation,Scotland,S92000003,2021-02-16,907,194933
nation,Scotland,S92000003,2021-02-15,965,194026
nation,Scotland,S92000003,2021-02-14,682,193061
nation,Scotland,S92000003,2021-02-13,540,192379
nation,Scotland,S92000003,2021-02-12,901,191839
nation,Scotland,S92000003,2021-02-11,844,190938
nation,Scotland,S92000003,2021-02-10,843,190094
nation,Scotland,S92000003,2021-02-09,757,189251
nation,Scotland,S92000003,2021-02-08,993,188494
nation,Scotland,S92000003,2021-02-07,657,187501
nation,Scotland,S92000003,2021-02-06,716,186844
nation,Scotland,S92000003,2021-02-05,938,186128
nation,Scotland,S92000003,2021-02-04,901,185190
nation,Scotland,S92000003,2021-02-03,928,184289
nation,Scotland,S92000003,2021-02-02,1050,183361
nation,Scotland,S92000003,2021-02-01,1100,182311
nation,Scotland,S92000003,2021-01-31,814,181211
nation,Scotland,S92000003,2021-01-30,785,180397
nation,Scotland,S92000003,2021-01-29,963,179612
nation,Scotland,S92000003,2021-01-28,1120,178649
nation,Scotland,S92000003,2021-01-27,1113,177529
nation,Scotland,S92000003,2021-01-26,1175,176416
nation,Scotland,S92000003,2021-01-25,1322,175241
nation,Scotland,S92000003,2021-01-24,862,173919
nation,Scotland,S92000003,2021-01-23,937,173057
nation,Scotland,S92000003,2021-01-22,1243,172120
nation,Scotland,S92000003,2021-01-21,1242,170877
nation,Scotland,S92000003,2021-01-20,1587,169635
nation,Scotland,S92000003,2021-01-19,1557,168048
nation,Scotland,S92000003,2021-01-18,1737,166491
nation,Scotland,S92000003,2021-01-17,1198,164754
nation,Scotland,S92000003,2021-01-16,1176,163556
nation,Scotland,S92000003,2021-01-15,1553,162380
nation,Scotland,S92000003,2021-01-14,1624,160827
nation,Scotland,S92000003,2021-01-13,1710,159203
nation,Scotland,S92000003,2021-01-12,1984,157493
nation,Scotland,S92000003,2021-01-11,2101,155509
nation,Scotland,S92000003,2021-01-10,1430,153408
nation,Scotland,S92000003,2021-01-09,1498,151978
nation,Scotland,S92000003,2021-01-08,1839,150480
nation,Scotland,S92000003,2021-01-07,2202,148641
nation,Scotland,S92000003,2021-01-06,2554,146439
nation,Scotland,S92000003,2021-01-05,3058,143885
nation,Scotland,S92000003,2021-01-04,2385,140827
nation,Scotland,S92000003,2021-01-03,2223,138442
nation,Scotland,S92000003,2021-01-02,2218,136219
nation,Scotland,S92000003,2021-01-01,1167,134001
nation,Scotland,S92000003,2020-12-31,2379,132834
nation,Scotland,S92000003,2020-12-30,2973,130455
nation,Scotland,S92000003,2020-12-29,3146,127482
nation,Scotland,S92000003,2020-12-28,1825,124336
nation,Scotland,S92000003,2020-12-27,1705,122511
nation,Scotland,S92000003,2020-12-26,1058,120806
nation,Scotland,S92000003,2020-12-25,520,119748
nation,Scotland,S92000003,2020-12-24,1022,119228
nation,Scotland,S92000003,2020-12-23,1322,118206
nation,Scotland,S92000003,2020-12-22,1333,116884
nation,Scotland,S92000003,2020-12-21,1322,115551
nation,Scotland,S92000003,2020-12-20,824,114229
nation,Scotland,S92000003,2020-12-19,757,113405
nation,Scotland,S92000003,2020-12-18,930,112648
nation,Scotland,S92000003,2020-12-17,912,111718
nation,Scotland,S92000003,2020-12-16,1051,110806
nation,Scotland,S92000003,2020-12-15,1034,109755
nation,Scotland,S92000003,2020-12-14,1100,108721
nation,Scotland,S92000003,2020-12-13,721,107621
nation,Scotland,S92000003,2020-12-12,687,106900
nation,Scotland,S92000003,2020-12-11,880,106213
nation,Scotland,S92000003,2020-12-10,907,105333
nation,Scotland,S92000003,2020-12-09,1008,104426
nation,Scotland,S92000003,2020-12-08,1047,103418
nation,Scotland,S92000003,2020-12-07,959,102371
nation,Scotland,S92000003,2020-12-06,645,101412
nation,Scotland,S92000003,2020-12-05,668,100767
nation,Scotland,S92000003,2020-12-04,649,100099
nation,Scotland,S92000003,2020-12-03,810,99450
nation,Scotland,S92000003,2020-12-02,951,98640
nation,Scotland,S92000003,2020-12-01,933,97689
nation,Scotland,S92000003,2020-11-30,974,96756
nation,Scotland,S92000003,2020-11-29,556,95782
nation,Scotland,S92000003,2020-11-28,573,95226
nation,Scotland,S92000003,2020-11-27,740,94653
nation,Scotland,S92000003,2020-11-26,807,93913
nation,Scotland,S92000003,2020-11-25,933,93106
nation,Scotland,S92000003,2020-11-24,994,92173
nation,Scotland,S92000003,2020-11-23,1162,91179
nation,Scotland,S92000003,2020-11-22,709,90017
nation,Scotland,S92000003,2020-11-21,765,89308
nation,Scotland,S92000003,2020-11-20,866,88543
nation,Scotland,S92000003,2020-11-19,985,87677
nation,Scotland,S92000003,2020-11-18,1118,86692
nation,Scotland,S92000003,2020-11-17,1226,85574
nation,Scotland,S92000003,2020-11-16,1279,84348
nation,Scotland,S92000003,2020-11-15,817,83069
nation,Scotland,S92000003,2020-11-14,919,82252
nation,Scotland,S92000003,2020-11-13,1063,81333
nation,Scotland,S92000003,2020-11-12,1197,80270
nation,Scotland,S92000003,2020-11-11,1251,79073
nation,Scotland,S92000003,2020-11-10,1292,77822
nation,Scotland,S92000003,2020-11-09,1296,76530
nation,Scotland,S92000003,2020-11-08,878,75234
nation,Scotland,S92000003,2020-11-07,849,74356
nation,Scotland,S92000003,2020-11-06,1144,73507
nation,Scotland,S92000003,2020-11-05,1299,72363
nation,Scotland,S92000003,2020-11-04,1304,71064
nation,Scotland,S92000003,2020-11-03,1396,69760
nation,Scotland,S92000003,2020-11-02,1479,68364
nation,Scotland,S92000003,2020-11-01,974,66885
nation,Scotland,S92000003,2020-10-31,745,65911
nation,Scotland,S92000003,2020-10-30,1105,65166
nation,Scotland,S92000003,2020-10-29,1100,64061
nation,Scotland,S92000003,2020-10-28,1269,62961
nation,Scotland,S92000003,2020-10-27,1312,61692
nation,Scotland,S92000003,2020-10-26,1346,60380
nation,Scotland,S92000003,2020-10-25,941,59034
nation,Scotland,S92000003,2020-10-24,959,58093
nation,Scotland,S92000003,2020-10-23,1287,57134
nation,Scotland,S92000003,2020-10-22,1503,55847
nation,Scotland,S92000003,2020-10-21,1581,54344
nation,Scotland,S92000003,2020-10-20,1686,52763
nation,Scotland,S92000003,2020-10-19,1360,51077
nation,Scotland,S92000003,2020-10-18,829,49717
nation,Scotland,S92000003,2020-10-17,863,48888
nation,Scotland,S92000003,2020-10-16,1253,48025
nation,Scotland,S92000003,2020-10-15,1294,46772
nation,Scotland,S92000003,2020-10-14,1294,45478
nation,Scotland,S92000003,2020-10-13,1424,44184
nation,Scotland,S92000003,2020-10-12,1363,42760
nation,Scotland,S92000003,2020-10-11,961,41397
nation,Scotland,S92000003,2020-10-10,945,40436
nation,Scotland,S92000003,2020-10-09,1095,39491
nation,Scotland,S92000003,2020-10-08,1171,38396
nation,Scotland,S92000003,2020-10-07,1252,37225
nation,Scotland,S92000003,2020-10-06,1193,35973
nation,Scotland,S92000003,2020-10-05,1099,34780
nation,Scotland,S92000003,2020-10-04,745,33681
nation,Scotland,S92000003,2020-10-03,702,32936
nation,Scotland,S92000003,2020-10-02,818,32234
nation,Scotland,S92000003,2020-10-01,777,31416
nation,Scotland,S92000003,2020-09-30,793,30639
nation,Scotland,S92000003,2020-09-29,661,29846
nation,Scotland,S92000003,2020-09-28,624,29185
nation,Scotland,S92000003,2020-09-27,360,28561
